delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta,seconds,arousal,valence,happy,angry,nervous,sad
33749.667,41719.167,14311.833,17687.667,10503.5,16298.667,887117.667,158711.0,100.0,3.0,3.0,1.0,1.0,1.333,1.0
16580.833,51082.0,14746.167,15137.5,12526.167,10822.333,853859.667,143855.5,105.0,3.0,3.0,1.0,1.0,1.0,1.0
22016.5,40218.667,9697.333,18056.5,6790.667,9506.5,506594.0,128646.667,110.0,3.0,3.0,1.0,1.0,1.0,1.0
33388.167,34267.333,8633.0,6890.833,7918.833,11815.167,792191.833,72823.667,115.0,3.0,3.0,1.0,1.0,1.0,1.0
29092.333,20969.667,8821.5,7204.333,11293.167,11529.333,700933.167,79553.667,120.0,3.333,3.667,1.333,1.0,1.0,1.0
7664.167,8065.667,7058.0,8040.5,6248.833,6457.167,429550.0,87753.833,125.0,3.0,3.667,1.333,1.0,1.0,1.0
6818.333,9482.667,12776.333,7181.5,6589.167,5870.833,164893.833,69985.833,130.0,3.0,3.667,1.333,1.0,1.0,1.0
23537.333,28240.0,17447.167,15726.833,11415.667,11724.5,872501.167,101016.0,135.0,3.0,3.667,1.333,1.0,1.0,1.0
25104.167,56159.5,12541.5,11385.667,8777.0,7210.333,689907.667,119085.833,140.0,3.0,3.667,1.333,1.0,1.0,1.0
13918.167,17458.167,5569.333,6342.833,6916.0,6430.5,188078.0,56126.167,145.0,3.0,3.667,1.333,1.0,1.0,1.0
9647.0,13835.667,9005.333,10814.667,5782.667,6000.667,569030.333,65468.667,150.0,3.0,3.667,1.333,1.0,1.0,1.0
8726.333,18911.333,16337.667,6818.833,8352.5,11345.333,580223.5,150036.5,155.0,3.0,3.667,1.333,1.0,1.0,1.0
19713.833,31981.333,11740.833,8818.667,6480.333,13316.833,839821.5,178763.667,160.0,3.0,3.667,1.333,1.0,1.0,1.0
23664.0,18668.667,11804.833,12372.167,7989.833,9780.167,1004588.667,98736.833,165.0,3.0,3.667,1.333,1.0,1.0,1.0
18607.333,31955.667,18376.333,17284.833,11496.167,10978.833,387805.167,144392.833,170.0,3.0,3.667,1.333,1.0,1.0,1.0
20800.167,37934.167,14028.333,10092.0,8244.5,8036.0,630380.333,140964.5,175.0,3.0,3.667,1.333,1.0,1.0,1.0
32378.5,30859.833,24994.0,17384.5,14612.167,18823.0,1058487.167,154208.667,180.0,2.333,3.0,1.0,1.0,1.667,1.0
37611.167,50155.833,30866.167,59774.333,21332.333,23303.5,1192149.833,350996.0,185.0,2.667,3.0,1.0,1.0,1.667,1.0
54770.0,49532.167,27714.833,33717.667,17553.833,29712.5,966105.167,417223.0,190.0,2.333,3.0,1.0,1.0,1.667,1.0
63747.571,112010.286,34314.286,44162.0,33484.143,36462.714,1108722.286,302356.857,195.0,2.333,3.0,1.0,1.0,1.667,1.0
76142.5,59942.667,31250.667,46276.5,24130.667,23171.333,1366787.167,331139.167,200.0,2.333,3.0,1.0,1.0,2.0,1.0
6707.5,21109.167,7388.0,13395.0,8463.5,9579.333,565846.0,68646.667,205.0,2.667,3.0,1.0,1.0,2.0,1.0
30868.667,42062.833,11657.833,28398.333,9763.5,19268.0,760973.167,204616.5,210.0,2.667,3.0,1.0,1.0,2.0,1.0
90421.0,147886.833,18210.833,25796.0,28035.833,34074.5,1416488.667,618641.667,215.0,2.333,3.0,1.0,1.0,2.0,1.0
14338.833,28506.833,8516.333,20680.0,10482.5,14211.0,654140.5,81035.5,220.0,2.667,3.0,1.0,1.0,2.0,1.0
33637.0,68238.0,26931.5,25350.167,13660.0,17394.667,1140473.167,296212.0,225.0,2.667,3.0,1.0,1.0,1.333,1.0
29316.333,79947.333,21307.0,17743.333,21043.667,17966.5,440245.333,131358.5,230.0,2.333,3.0,1.0,1.0,1.333,1.0
14919.0,27678.0,11325.167,10646.667,7595.333,8719.0,375602.0,67806.667,235.0,2.333,3.0,1.0,1.0,1.333,1.0
16714.833,16423.667,6573.333,5339.667,4226.333,3877.833,151796.833,104601.667,240.0,2.333,3.0,1.0,1.0,1.333,1.0
5510.167,12762.0,4404.667,8985.5,3347.167,2876.5,214664.833,36260.5,245.0,2.667,2.667,1.0,1.0,1.333,1.0
7163.333,12043.167,6756.833,4668.0,3044.167,5598.5,162022.0,43608.167,250.0,2.333,2.667,1.0,1.0,1.333,1.0
6594.333,9347.5,5837.0,4040.167,4120.0,3943.167,142654.667,37732.167,255.0,2.667,2.667,1.0,1.0,1.333,1.0
4577.333,11098.667,4611.167,5141.833,2486.833,1806.667,111526.667,58894.333,260.0,3.333,3.0,1.0,1.333,1.667,1.0
4271.5,13459.167,5510.167,10746.5,2452.0,3824.167,174513.833,56599.833,265.0,3.333,3.0,1.0,1.333,1.667,1.0
6641.5,7126.0,3341.167,3177.833,1401.0,1550.167,75024.167,19729.833,270.0,3.333,3.0,1.0,1.333,1.667,1.0
10597.0,18240.333,6579.833,4423.167,1436.167,3244.667,458859.5,36758.167,275.0,3.333,3.0,1.0,1.333,1.667,1.0
7568.333,7991.167,5124.333,8306.667,6164.167,3438.667,239406.0,42796.833,280.0,3.333,3.0,1.0,1.333,1.667,1.0
12234.0,27899.0,7731.5,6812.0,3561.167,5308.833,458545.833,66233.667,285.0,3.333,3.0,1.0,1.333,1.667,1.0
3033.0,8789.0,1766.0,3087.833,715.333,1225.833,138965.0,28201.833,290.0,3.333,3.0,1.0,1.333,1.667,1.0
13398.333,72612.833,18754.333,22216.5,6424.833,7130.167,733451.667,267755.5,295.0,3.333,3.0,1.0,1.333,1.667,1.0
17083.667,17122.5,14118.0,13574.833,11790.833,8745.333,587832.667,77534.5,300.0,3.333,3.0,1.0,1.333,1.667,1.0
8702.833,21428.167,11868.667,12040.667,6778.0,11198.667,1076744.333,100353.167,305.0,3.333,3.0,1.0,1.333,1.667,1.0
40098.167,39219.0,14777.0,22969.5,19125.667,17319.667,1256991.5,200497.5,310.0,3.333,3.0,1.0,1.333,1.667,1.0
11074.167,14251.5,9254.833,11960.167,4682.667,9068.667,604735.0,70753.167,315.0,3.333,3.333,1.0,1.0,1.333,1.0
36165.5,37358.667,16922.333,24327.667,16844.167,10995.667,1010167.667,230002.0,320.0,3.333,3.333,1.0,1.0,1.333,1.0
32627.0,24205.333,18275.0,11481.0,8703.0,6770.5,956396.167,94129.0,325.0,3.333,3.333,1.0,1.0,1.333,1.0
46698.0,25867.333,9770.0,9760.5,10609.667,16655.5,684339.667,90053.0,330.0,3.333,3.333,1.0,1.0,1.333,1.0
19033.667,42419.833,13905.333,14640.5,18622.0,10662.833,971788.5,314973.333,335.0,3.667,2.667,1.0,1.0,2.0,1.0
10630.333,42377.667,6845.333,12675.0,7273.833,11721.167,837296.5,102684.167,340.0,3.667,2.667,1.0,1.0,2.0,1.0
89293.667,216067.833,31760.167,65635.0,28733.5,42724.167,882444.333,496670.833,345.0,3.667,2.667,1.0,1.0,2.0,1.0
13434.0,36777.833,35505.667,39218.833,13374.167,33945.167,792256.0,201611.0,350.0,3.333,3.0,1.0,1.0,1.667,1.0
29820.833,27064.0,13446.167,20543.333,12610.5,22227.333,1090005.167,153261.5,355.0,3.0,3.0,1.0,1.0,1.667,1.0
47439.0,95001.333,20235.5,21526.333,15669.333,21879.5,741175.5,239106.667,360.0,3.333,3.0,1.0,1.0,1.333,1.0
30887.0,44840.0,15547.833,16486.667,9248.667,9743.0,936062.833,273560.667,365.0,3.333,3.0,1.0,1.0,1.333,1.0
23690.833,44050.833,7335.833,11336.333,5798.667,13464.833,721273.5,86527.833,370.0,3.333,3.0,1.0,1.0,1.333,1.0
16499.167,18019.5,12735.167,9514.667,6052.167,8049.5,537926.0,70796.167,375.0,3.0,3.0,1.0,1.0,1.333,1.0
8433.667,28290.5,20308.0,11928.5,15803.0,16311.0,592432.667,120751.833,380.0,3.667,3.0,1.0,1.0,1.333,1.0
10841.5,15272.167,9720.5,13115.0,3867.333,6133.833,220867.0,84237.5,385.0,3.0,3.667,1.333,1.0,1.0,1.0
8042.667,7578.0,12591.833,16745.0,5219.167,7164.0,399920.833,46533.333,390.0,3.0,3.667,1.333,1.0,1.0,1.0
13619.429,15395.571,9885.571,12145.857,4779.286,5735.714,342555.143,54110.857,395.0,2.333,3.667,1.333,1.0,1.0,1.0
24770.667,20565.5,7247.0,15874.5,6132.167,7744.0,843546.667,99311.667,400.0,2.333,3.667,1.333,1.0,1.0,1.0
57121.5,27016.667,17096.333,24963.667,14341.833,18344.5,915113.0,343185.5,405.0,2.333,3.667,1.333,1.0,1.0,1.0
29985.333,32060.5,26345.0,23288.333,13674.833,13877.0,715986.833,183812.5,410.0,2.667,3.667,1.333,1.0,1.0,1.0
31183.333,28683.167,6952.833,14303.5,4660.167,8411.5,572584.0,130135.833,415.0,2.667,3.667,1.333,1.0,1.333,1.0
13153.5,32987.0,12635.667,11916.5,10623.667,9226.833,1068577.167,131183.5,420.0,2.333,3.667,1.333,1.0,1.333,1.0
57268.667,26266.167,19752.833,24604.167,7775.333,10882.333,826134.5,209819.667,425.0,2.667,3.667,1.333,1.0,1.0,1.0
19675.167,56357.167,38322.0,68039.5,10801.5,16390.333,977903.5,244663.333,430.0,3.333,3.667,1.333,1.0,1.0,1.0
36073.5,66227.833,21562.333,23327.333,10809.5,13621.5,1212494.333,143992.833,435.0,3.0,3.667,1.333,1.0,1.0,1.0
13935.833,19363.0,7126.833,10425.333,3422.833,6751.0,693054.333,125421.5,440.0,3.0,3.667,1.333,1.0,1.0,1.0
73041.0,77771.333,18630.5,26207.667,16745.167,25925.0,963698.5,339858.833,445.0,3.333,3.667,1.333,1.0,1.0,1.0
10418.667,13631.667,5871.0,5578.0,3168.0,4181.0,399899.667,65018.333,450.0,3.333,3.667,1.333,1.0,1.0,1.0
40199.167,51399.333,9539.5,13003.833,6402.667,5403.0,726984.167,92284.167,455.0,3.333,3.667,1.333,1.0,1.0,1.0
30188.167,40136.667,17969.333,21948.833,13780.0,22337.333,880009.167,266743.667,460.0,3.0,3.667,1.333,1.0,1.0,1.0
16788.667,22462.333,8145.0,13049.833,8579.0,5307.833,468317.167,123066.167,465.0,3.0,3.667,1.333,1.0,1.0,1.0
59672.833,94598.0,44668.833,70427.667,38527.0,19858.0,1035191.667,286273.833,470.0,3.0,3.667,1.333,1.0,1.0,1.0
68918.667,58207.833,38076.667,55550.833,29261.167,42561.0,1319582.0,512524.167,475.0,3.0,3.667,1.333,1.0,1.0,1.0
40677.5,27458.667,15467.833,21845.0,11325.833,15750.0,1090625.667,157014.0,480.0,3.0,3.667,1.333,1.0,1.0,1.0
25283.333,66722.0,27449.0,22973.5,14143.0,17882.167,1564565.0,185498.333,485.0,3.0,3.667,1.333,1.0,1.0,1.0
20800.167,20603.333,13018.667,11255.333,5522.333,9833.167,806887.333,116782.667,490.0,2.667,3.0,1.0,1.0,1.333,1.0
37207.833,54311.167,36183.333,21602.167,10985.333,16655.333,1116255.667,187374.667,495.0,2.667,3.0,1.0,1.0,1.333,1.0
67853.0,67506.833,14377.0,21100.833,11035.833,13087.833,690126.833,211203.0,500.0,2.667,3.0,1.0,1.0,1.333,1.0
16666.0,46675.167,11862.833,26298.833,12218.667,16581.0,801897.5,132218.333,505.0,2.667,3.0,1.0,1.0,1.333,1.0
42411.5,23776.833,14765.5,11951.667,13735.167,14612.0,329839.0,135072.333,510.0,2.667,3.0,1.0,1.0,1.333,1.0
28693.667,24281.0,22565.5,21924.333,15417.167,16968.333,733131.5,171098.333,515.0,2.667,3.0,1.0,1.0,1.333,1.0
18024.0,27371.5,8557.0,12680.167,5784.0,6800.0,658233.667,119317.167,520.0,2.667,3.667,1.0,1.0,1.333,1.0
16452.167,25317.167,10561.667,9295.167,4574.0,5137.667,187928.333,78492.167,525.0,2.667,3.667,1.0,1.0,1.333,1.0
25828.167,37734.167,5918.5,13048.0,6112.667,5664.833,886156.667,95188.5,530.0,2.667,3.667,1.0,1.0,1.333,1.0
16599.333,28861.0,23368.667,25044.667,8705.0,19720.667,578922.667,179116.5,535.0,3.0,2.667,1.0,1.333,2.0,1.0
19859.5,34113.667,31492.667,18841.5,14200.167,19332.167,485249.833,192562.333,540.0,3.333,2.667,1.0,1.333,1.667,1.0
9933.667,28170.833,9340.833,8707.167,8136.167,11347.0,676260.333,193399.667,545.0,3.0,2.667,1.0,1.333,1.667,1.0
38410.333,43887.0,19796.833,26876.0,14550.0,16056.5,1117936.333,202397.5,550.0,3.0,2.667,1.0,1.333,1.667,1.0
14888.167,34291.333,9668.5,14020.167,8297.5,10440.167,518804.0,182672.5,555.0,3.0,2.667,1.0,1.333,1.667,1.0
14328.833,23750.167,12855.333,18242.167,9061.0,12094.5,800370.667,100272.167,560.0,3.333,3.0,1.0,1.0,1.667,1.0
14796.5,23980.333,12692.333,12314.333,5438.667,7687.5,602359.833,84325.0,565.0,3.0,3.0,1.0,1.0,1.667,1.0
22120.167,24039.0,14866.333,11494.667,2668.667,8620.333,309631.5,78628.5,570.0,3.0,3.0,1.0,1.0,1.667,1.0
17799.833,33249.667,8237.667,16453.0,6304.0,5106.667,400606.333,151339.667,575.0,2.667,3.333,1.0,1.0,1.0,1.0
27080.833,30675.833,13592.167,19182.333,7979.167,18288.333,715119.333,264558.5,580.0,2.667,3.333,1.0,1.0,1.0,1.0
23321.333,49919.5,14835.833,16404.5,11501.167,10473.167,649838.833,183651.333,585.0,2.333,3.333,1.0,1.0,1.0,1.0
35989.143,50175.429,25405.429,34122.143,18709.857,16900.429,1194655.143,156331.714,590.0,3.333,3.667,1.0,1.0,1.0,1.0
21372.833,25081.333,20595.167,24726.833,17919.667,36657.667,554858.667,113884.167,595.0,3.0,3.667,1.0,1.0,1.0,1.0
39398.333,103092.5,25482.0,47409.0,19479.5,28357.0,1272309.167,187985.0,600.0,3.333,3.667,1.0,1.0,1.0,1.0
99810.0,82711.667,46187.667,80296.0,21474.0,47188.167,889377.0,449529.0,605.0,3.333,3.667,1.0,1.0,1.0,1.0
